   0.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
   0.2500 1.0272e+08 2.9928e+07 3.4955e+08 5.2056e+07 3.4525e+08 7.7643e+07 1.0272e+08 5.6862e+07 1.4858e+08 3.3193e+08 2.2508e+08 3.1268e+08 5.2056e+07 3.4525e+08 7.2222e+07
   0.5000 1.8489e+08 6.6610e+07 5.6436e+08 9.2378e+07 5.5750e+08 1.6840e+08 1.8489e+08 1.1306e+08 2.5672e+08 3.9763e+08 3.5756e+08 4.8218e+08 9.7398e+07 5.5750e+08 9.2378e+07
   0.7500 2.5833e+08 6.3568e+07 7.2356e+08 8.7562e+07 7.1528e+08 2.1810e+08 2.8040e+08 1.7376e+08 3.4290e+08 3.4634e+08 4.3823e+08 6.1032e+08 1.3990e+08 7.1528e+08 8.7562e+07
   1.0000 3.1424e+08 5.3912e+07 8.3088e+08 7.7010e+07 8.1902e+08 2.5070e+08 3.8247e+08 2.2789e+08 4.0058e+08 2.7681e+08 4.7368e+08 6.9460e+08 1.7328e+08 8.1902e+08 7.7010e+07
   1.2500 3.4120e+08 4.5616e+07 8.6155e+08 6.7259e+07 8.4576e+08 2.6393e+08 4.4030e+08 2.6147e+08 4.2092e+08 2.1876e+08 4.6554e+08 7.0982e+08 1.9105e+08 8.4576e+08 6.7259e+07
   1.5000 3.3850e+08 4.0746e+07 8.1855e+08 5.9850e+07 8.0109e+08 2.5901e+08 4.4697e+08 2.7000e+08 4.0700e+08 1.7644e+08 4.2487e+08 6.6198e+08 1.9252e+08 8.0109e+08 5.9850e+07
   1.7500 3.1449e+08 3.9763e+07 7.2943e+08 5.5813e+07 7.1263e+08 2.4094e+08 4.1700e+08 2.5836e+08 3.7062e+08 1.5016e+08 3.6805e+08 5.7849e+08 1.8180e+08 7.1263e+08 5.5813e+07
   2.0000 2.7941e+08 4.4925e+07 6.2299e+08 5.8233e+07 6.0816e+08 2.1565e+08 3.6868e+08 2.3471e+08 3.2411e+08 1.4507e+08 3.0873e+08 4.8554e+08 1.6421e+08 6.0816e+08 5.8233e+07
   2.2500 2.4110e+08 5.2543e+07 5.1818e+08 6.3613e+07 5.0579e+08 1.8798e+08 3.1515e+08 2.0604e+08 2.7617e+08 1.4927e+08 2.5434e+08 3.9830e+08 1.4402e+08 5.0579e+08 6.3613e+07
   2.5000 2.0431e+08 5.6876e+07 4.2457e+08 6.6047e+07 4.1445e+08 1.6104e+08 2.6436e+08 1.7697e+08 2.3166e+08 1.4728e+08 2.0770e+08 3.2296e+08 1.2398e+08 4.1445e+08 6.6047e+07
   2.7500 1.7130e+08 5.6198e+07 3.4517e+08 6.3679e+07 3.3703e+08 1.3649e+08 2.1936e+08 1.4998e+08 1.9263e+08 1.3626e+08 1.6900e+08 2.6054e+08 1.0552e+08 3.3703e+08 6.3679e+07
   3.0000 1.4282e+08 5.2848e+07 2.7979e+08 5.8909e+07 2.7328e+08 1.1497e+08 1.8106e+08 1.2614e+08 1.5951e+08 1.2171e+08 1.3748e+08 2.0997e+08 8.9243e+07 2.7328e+08 5.8909e+07
   3.2500 1.1878e+08 4.8387e+07 2.2677e+08 5.3298e+07 2.2157e+08 9.6526e+07 1.4918e+08 1.0566e+08 1.3190e+08 1.0676e+08 1.1206e+08 1.6950e+08 7.5224e+07 2.2157e+08 5.3298e+07
   3.5000 9.8726e+07 4.3678e+07 1.8408e+08 4.7679e+07 1.7991e+08 8.0929e+07 1.2297e+08 8.8344e+07 1.0911e+08 9.2847e+07 9.1639e+07 1.3727e+08 6.3324e+07 1.7991e+08 4.7679e+07
   3.7500 8.2119e+07 3.9062e+07 1.4984e+08 4.2346e+07 1.4648e+08 6.7853e+07 1.0151e+08 7.3844e+07 9.0393e+07 8.0362e+07 7.5258e+07 1.1167e+08 5.3305e+07 1.4648e+08 4.2346e+07
   4.0000 6.8421e+07 3.4568e+07 1.2236e+08 3.7265e+07 1.1965e+08 5.6964e+07 8.3949e+07 6.1784e+07 7.5059e+07 6.9101e+07 6.2080e+07 9.1265e+07 4.4919e+07 1.1965e+08 3.7265e+07
   4.2500 5.7146e+07 3.0377e+07 1.0029e+08 3.2594e+07 9.8105e+07 4.7924e+07 6.9590e+07 5.1786e+07 6.2506e+07 5.9188e+07 5.1451e+07 7.4964e+07 3.7921e+07 9.8105e+07 3.2594e+07
   4.5000 4.7870e+07 2.6597e+07 8.2541e+07 2.8425e+07 8.0782e+07 4.0426e+07 5.7864e+07 4.3508e+07 5.2231e+07 5.0655e+07 4.2857e+07 6.1906e+07 3.2086e+07 8.0782e+07 2.8425e+07
   4.7500 4.0246e+07 2.3275e+07 6.8261e+07 2.4791e+07 6.6838e+07 3.4215e+07 4.8304e+07 3.6672e+07 4.3819e+07 4.3406e+07 3.5868e+07 5.1385e+07 2.7234e+07 6.6838e+07 2.4791e+07
   5.0000 3.3967e+07 2.0372e+07 5.6727e+07 2.1636e+07 5.5571e+07 2.9062e+07 4.0493e+07 3.1020e+07 3.6914e+07 3.7254e+07 3.0154e+07 4.2860e+07 2.3195e+07 5.5571e+07 2.1636e+07
   5.2500 2.8780e+07 1.7834e+07 4.7369e+07 1.8892e+07 4.6426e+07 2.4774e+07 3.4088e+07 2.6333e+07 3.1227e+07 3.2027e+07 2.5466e+07 3.5922e+07 1.9824e+07 4.6426e+07 1.8892e+07
   5.5000 2.4481e+07 1.5614e+07 3.9746e+07 1.6503e+07 3.8973e+07 2.1195e+07 2.8817e+07 2.2436e+07 2.6527e+07 2.7580e+07 2.1602e+07 3.0251e+07 1.7000e+07 3.8973e+07 1.6503e+07
   5.7500 2.0907e+07 1.3682e+07 3.3510e+07 1.4434e+07 3.2874e+07 1.8198e+07 2.4467e+07 1.9187e+07 2.2627e+07 2.3800e+07 1.8403e+07 2.5594e+07 1.4630e+07 3.2874e+07 1.4434e+07
   6.0000 1.7922e+07 1.1996e+07 2.8381e+07 1.2633e+07 2.7855e+07 1.5679e+07 2.0859e+07 1.6467e+07 1.9376e+07 2.0585e+07 1.5741e+07 2.1749e+07 1.2633e+07 2.7855e+07 1.2644e+07
   6.2500 1.5419e+07 1.0416e+07 2.4140e+07 1.0945e+07 2.3701e+07 1.3554e+07 1.7853e+07 1.4182e+07 1.6656e+07 1.7846e+07 1.3516e+07 1.8558e+07 1.0945e+07 2.3701e+07 1.1094e+07
   6.5000 1.3312e+07 9.0720e+06 2.0613e+07 9.5126e+06 2.0246e+07 1.1755e+07 1.5338e+07 1.2254e+07 1.4369e+07 1.5509e+07 1.1648e+07 1.5898e+07 9.5126e+06 2.0246e+07 9.7508e+06
   6.7500 1.1531e+07 7.9240e+06 1.7668e+07 8.2930e+06 1.7359e+07 1.0227e+07 1.3225e+07 1.0623e+07 1.2439e+07 1.3510e+07 1.0076e+07 1.3671e+07 8.2930e+06 1.7359e+07 8.5853e+06
   7.0000 1.0021e+07 6.9400e+06 1.5201e+07 7.2504e+06 1.4941e+07 8.9237e+06 1.1442e+07 9.2376e+06 1.0804e+07 1.1798e+07 8.7451e+06 1.1800e+07 7.2504e+06 1.4941e+07 7.5732e+06
   7.2500 8.7346e+06 6.0940e+06 1.3127e+07 6.3564e+06 1.2906e+07 7.8090e+06 9.9320e+06 8.0564e+06 9.4128e+06 1.0327e+07 7.6152e+06 1.0222e+07 6.3564e+06 1.2906e+07 6.6926e+06
   7.5000 7.6360e+06 5.3649e+06 1.1376e+07 5.5876e+06 1.1187e+07 6.8523e+06 8.6484e+06 7.0463e+06 8.2258e+06 9.0595e+06 6.6521e+06 8.8844e+06 5.5876e+06 1.1187e+07 5.9252e+06
   7.7500 6.6947e+06 4.7349e+06 9.8905e+06 4.9247e+06 9.7295e+06 6.0290e+06 7.5537e+06 6.1800e+06 7.2095e+06 7.9648e+06 5.8282e+06 7.7470e+06 4.9247e+06 9.7295e+06 5.2552e+06
   8.0000 5.8858e+06 4.1892e+06 8.6266e+06 4.3517e+06 8.4885e+06 5.3185e+06 6.6171e+06 5.4349e+06 6.3366e+06 7.0168e+06 5.1212e+06 6.7761e+06 4.3517e+06 8.4885e+06 4.6693e+06
   8.2500 5.1886e+06 3.7153e+06 7.5472e+06 3.8550e+06 7.4282e+06 4.7038e+06 5.8134e+06 4.7923e+06 5.5849e+06 6.1953e+06 4.5126e+06 5.9444e+06 3.8550e+06 7.4282e+06 4.1562e+06
   8.5000 4.5861e+06 3.3027e+06 6.6221e+06 3.4232e+06 6.5191e+06 4.1704e+06 5.1217e+06 4.2367e+06 4.9356e+06 5.4826e+06 3.9871e+06 5.2299e+06 3.4232e+06 6.5191e+06 3.7063e+06
   8.7500 4.0638e+06 2.9424e+06 5.8267e+06 3.0468e+06 5.7371e+06 3.7062e+06 4.5244e+06 3.7548e+06 4.3728e+06 4.8625e+06 3.5319e+06 4.6139e+06 3.0468e+06 5.7371e+06 3.3111e+06
   9.0000 3.6096e+06 2.6270e+06 5.1405e+06 2.7178e+06 5.0624e+06 3.3011e+06 4.0070e+06 3.3355e+06 3.8837e+06 4.3216e+06 3.1365e+06 4.0812e+06 2.7178e+06 5.0624e+06 2.9632e+06
   9.2500 3.2135e+06 2.3502e+06 4.5468e+06 2.4295e+06 4.4784e+06 2.9467e+06 3.5574e+06 2.9697e+06 3.4573e+06 3.8485e+06 2.7918e+06 3.6191e+06 2.4295e+06 4.4784e+06 2.6566e+06
   9.5000 2.8671e+06 2.1069e+06 4.0317e+06 2.1764e+06 3.9716e+06 2.6358e+06 3.1655e+06 2.6497e+06 3.0846e+06 3.4337e+06 2.4907e+06 3.2172e+06 2.1764e+06 3.9716e+06 2.3858e+06
   9.7500 2.5635e+06 1.8924e+06 3.5835e+06 1.9535e+06 3.5305e+06 2.3624e+06 2.8231e+06 2.3691e+06 2.7579e+06 3.0692e+06 2.2268e+06 2.8666e+06 1.9535e+06 3.5305e+06 2.1463e+06
  10.0000 2.2968e+06 1.7030e+06 3.1925e+06 1.7568e+06 3.1457e+06 2.1216e+06 2.5233e+06 2.1226e+06 2.4710e+06 2.7487e+06 1.9952e+06 2.5601e+06 1.7568e+06 3.1457e+06 1.9342e+06
  10.2500 2.0621e+06 1.5354e+06 2.8505e+06 1.5830e+06 2.8090e+06 1.9091e+06 2.2603e+06 1.9056e+06 2.2186e+06 2.4667e+06 1.7914e+06 2.2913e+06 1.5830e+06 2.8090e+06 1.7461e+06
  10.5000 1.8551e+06 1.3867e+06 2.5508e+06 1.4290e+06 2.5138e+06 1.7211e+06 2.0290e+06 1.7142e+06 1.9960e+06 2.2180e+06 1.6116e+06 2.0550e+06 1.4290e+06 2.5138e+06 1.5790e+06
  10.7500 1.6720e+06 1.2546e+06 2.2873e+06 1.2923e+06 2.2543e+06 1.5544e+06 1.8250e+06 1.5449e+06 1.7991e+06 1.9981e+06 1.4527e+06 1.8469e+06 1.2923e+06 2.2543e+06 1.4301e+06
  11.0000 1.5098e+06 1.1370e+06 2.0553e+06 1.1706e+06 2.0258e+06 1.4063e+06 1.6447e+06 1.3949e+06 1.6247e+06 1.8034e+06 1.3119e+06 1.6630e+06 1.1706e+06 2.0258e+06 1.2974e+06
  11.2500 1.3658e+06 1.0321e+06 1.8506e+06 1.0621e+06 1.8240e+06 1.2745e+06 1.4850e+06 1.2617e+06 1.4698e+06 1.6304e+06 1.1869e+06 1.5003e+06 1.0621e+06 1.8240e+06 1.1788e+06
  11.5000 1.2376e+06 9.3827e+05 1.6695e+06 9.6525e+05 1.6456e+06 1.1569e+06 1.3432e+06 1.1432e+06 1.3320e+06 1.4766e+06 1.0756e+06 1.3560e+06 9.6525e+05 1.6456e+06 1.0727e+06
  11.7500 1.1233e+06 8.5428e+05 1.5090e+06 8.7856e+05 1.4875e+06 1.0518e+06 1.2170e+06 1.0374e+06 1.2091e+06 1.3394e+06 9.7640e+05 1.2278e+06 8.7856e+05 1.4875e+06 9.7755e+05
  12.0000 1.0211e+06 7.7896e+05 1.3665e+06 8.0086e+05 1.3470e+06 9.5769e+05 1.1046e+06 9.4301e+05 1.0993e+06 1.2169e+06 8.8777e+05 1.1136e+06 8.0086e+05 1.3470e+06 8.9214e+05
  12.2500 9.2974e+05 7.1131e+05 1.2394e+06 7.3112e+05 1.2217e+06 8.7331e+05 1.0042e+06 8.5849e+05 1.0010e+06 1.1073e+06 8.0846e+05 1.0116e+06 7.3112e+05 1.2217e+06 8.1535e+05
  12.5000 8.4780e+05 6.5046e+05 1.1259e+06 6.6842e+05 1.1098e+06 7.9752e+05 9.1431e+05 7.8272e+05 9.1288e+05 1.0091e+06 7.3734e+05 9.2046e+05 6.6842e+05 1.1098e+06 7.4620e+05
  12.7500 7.7421e+05 5.9563e+05 1.0243e+06 6.1194e+05 1.0097e+06 7.2932e+05 8.3375e+05 7.1467e+05 8.3374e+05 9.2095e+05 6.7347e+05 8.3879e+05 6.1194e+05 1.0097e+06 6.8383e+05
  13.0000 7.0800e+05 5.4614e+05 9.3328e+05 5.6099e+05 9.1995e+05 6.6786e+05 7.6141e+05 6.5346e+05 7.6254e+05 8.4166e+05 6.1600e+05 7.6551e+05 5.6099e+05 9.1995e+05 6.2748e+05
  13.2500 6.4834e+05 5.0140e+05 8.5159e+05 5.1495e+05 8.3940e+05 6.1238e+05 6.9634e+05 5.9830e+05 6.9838e+05 7.7024e+05 5.6421e+05 6.9965e+05 5.1495e+05 8.3940e+05 5.7648e+05
  13.5000 5.9449e+05 4.6089e+05 7.7818e+05 4.7328e+05 7.6700e+05 5.6222e+05 6.3770e+05 5.4852e+05 6.4046e+05 7.0580e+05 5.1746e+05 6.4037e+05 4.7328e+05 7.6700e+05 5.3027e+05
  13.7500 5.4582e+05 4.2417e+05 7.1210e+05 4.3550e+05 7.0184e+05 5.1682e+05 5.8479e+05 5.0353e+05 5.8811e+05 6.4758e+05 4.7520e+05 5.8692e+05 4.3550e+05 7.0184e+05 4.8833e+05
  14.0000 5.0176e+05 3.9082e+05 6.5254e+05 4.0122e+05 6.4310e+05 4.7566e+05 5.3696e+05 4.6281e+05 5.4072e+05 5.9491e+05 4.3694e+05 5.3867e+05 4.0122e+05 6.4310e+05 4.5021e+05
  14.2500 4.6182e+05 3.6050e+05 5.9879e+05 3.7005e+05 5.9010e+05 4.3828e+05 4.9367e+05 4.2590e+05 4.9775e+05 5.4718e+05 4.0225e+05 4.9504e+05 3.7005e+05 5.9010e+05 4.1552e+05
  14.5000 4.2557e+05 3.3289e+05 5.5022e+05 3.4169e+05 5.4221e+05 4.0431e+05 4.5443e+05 3.9240e+05 4.5874e+05 5.0387e+05 3.7076e+05 4.5553e+05 3.4169e+05 5.4221e+05 3.8391e+05
  14.7500 3.9261e+05 3.0774e+05 5.0622e+05 3.1584e+05 4.9882e+05 3.7339e+05 4.1881e+05 3.6195e+05 4.2328e+05 4.6453e+05 3.4212e+05 4.1968e+05 3.1584e+05 4.9882e+05 3.5508e+05
  15.0000 3.6262e+05 2.8479e+05 4.6629e+05 2.9227e+05 4.5945e+05 3.4520e+05 3.8643e+05 3.3424e+05 3.9100e+05 4.2873e+05 3.1606e+05 3.8708e+05 2.9227e+05 4.5945e+05 3.2876e+05
  15.2500 3.3528e+05 2.6383e+05 4.3001e+05 2.7075e+05 4.2367e+05 3.1948e+05 3.5695e+05 3.0899e+05 3.6157e+05 3.9613e+05 2.9230e+05 3.5742e+05 2.7075e+05 4.2367e+05 3.0471e+05
  15.5000 3.1033e+05 2.4466e+05 3.9700e+05 2.5106e+05 3.9112e+05 2.9598e+05 3.3009e+05 2.8595e+05 3.3471e+05 3.6639e+05 2.7061e+05 3.3038e+05 2.5106e+05 3.9112e+05 2.8270e+05
  15.7500 2.8754e+05 2.2710e+05 3.6693e+05 2.3304e+05 3.6146e+05 2.7449e+05 3.0558e+05 2.6490e+05 3.1018e+05 3.3924e+05 2.5080e+05 3.0571e+05 2.3304e+05 3.6146e+05 2.6252e+05
  16.0000 2.6669e+05 2.1101e+05 3.3950e+05 2.1652e+05 3.3441e+05 2.5480e+05 2.8318e+05 2.4566e+05 2.8772e+05 3.1442e+05 2.3266e+05 2.8318e+05 2.1652e+05 3.3441e+05 2.4402e+05
  16.2500 2.4760e+05 1.9624e+05 3.1445e+05 2.0136e+05 3.0971e+05 2.3675e+05 2.6270e+05 2.2804e+05 2.6716e+05 2.9170e+05 2.1606e+05 2.6258e+05 2.0136e+05 3.0971e+05 2.2703e+05
  16.5000 2.3010e+05 1.8267e+05 2.9155e+05 1.8744e+05 2.8713e+05 2.2019e+05 2.4394e+05 2.1188e+05 2.4831e+05 2.7088e+05 2.0083e+05 2.4371e+05 1.8744e+05 2.8713e+05 2.1140e+05
  16.7500 2.1403e+05 1.7019e+05 2.7058e+05 1.7463e+05 2.6646e+05 2.0497e+05 2.2674e+05 1.9706e+05 2.3100e+05 2.5179e+05 1.8685e+05 2.2642e+05 1.7463e+05 2.6646e+05 1.9703e+05
  17.0000 1.9928e+05 1.5869e+05 2.5137e+05 1.6284e+05 2.4752e+05 1.9097e+05 2.1095e+05 1.8345e+05 2.1510e+05 2.3427e+05 1.7400e+05 2.1056e+05 1.6284e+05 2.4752e+05 1.8378e+05
  17.2500 1.8570e+05 1.4810e+05 2.3376e+05 1.5198e+05 2.3015e+05 1.7808e+05 1.9645e+05 1.7093e+05 2.0048e+05 2.1816e+05 1.6218e+05 1.9600e+05 1.5198e+05 2.3015e+05 1.7156e+05
  17.5000 1.7320e+05 1.3833e+05 2.1758e+05 1.4195e+05 2.1420e+05 1.6621e+05 1.8311e+05 1.5940e+05 1.8701e+05 2.0334e+05 1.5130e+05 1.8261e+05 1.4195e+05 2.1420e+05 1.6029e+05
  17.7500 1.6169e+05 1.2931e+05 2.0270e+05 1.3270e+05 1.9953e+05 1.5525e+05 1.7082e+05 1.4878e+05 1.7459e+05 1.8969e+05 1.4127e+05 1.7028e+05 1.3270e+05 1.9953e+05 1.4987e+05
